Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Metadata,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url,Product Image 3 Url,Product Image 4 Url,Product Image 5 Url,Product Image 6 Url,Product Image 7 Url,Product Image 8 Url,Product Image 9 Url,Product Image 10 Url
,leyendas-y-cuentos-indigenas-de-hispanoamerica,Leyendas y Cuentos Indígenas,,"“Leyendas y cuentos indígenas de Hispanoamérica”, del escritor e investigador chileno Antonio Landauro, busca poner en valor el patrimonio cultural oral de la actual América Latina hispanoparlante a través de la recolección de diferentes leyendas, mitos y cuentos, propios de las distintas etnias que habitaron y aún subsisten en nuestro continente. En esta nueva edición mejorada y ampliada, se han agregado dos nuevas narraciones provenientes de las culturas Diaguita y Selk’nam, así como también, se ha actualizado el uso del lenguaje a uno más inclusivo, de modo de hacer cercanas las narraciones a las nuevas generaciones manteniendo viva, de este modo, nuestra tradición oral.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LeyendasyCuenrosIndigenas_tapablanda_1512x_9a847097-8854-4890-90f9-14ced5c06a1c.jpg?v=1732981146,506.0,,,,,,,,,,,,,true,,"{""publisher"":""Mis Raíces""}",,Default Title,,9789569002359,false,true,506.0,,,,,,,,24.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LeyendasyCuenrosIndigenas_tapablanda_1512x_9a847097-8854-4890-90f9-14ced5c06a1c.jpg?v=1732981146,,,,,,,,,
,caminante,Caminante,,"“Caminante” nos muestra los pensamientos que le surgen a un niño migrante que podría tener tu edad, mientras emprende su largo camino a un nuevo país escapando de una sombría realidad con muchas otras personas que buscan un mejor lugar para vivir.

Con este título, los niños y niñas podrán entender el fenómeno migratorio con el fin de estimular el respeto y la empatía hacia el otro.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Caminante_1512x_421de427-9808-4f03-984d-9a727b32a89e.jpg?v=1732980893,380.0,,,,,,,,,,,,,true,,"{""publisher"":""Mis Raíces""}",,Default Title,,9789569002663,false,true,380.0,,,,,,,,18.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Caminante_1512x_421de427-9808-4f03-984d-9a727b32a89e.jpg?v=1732980893,,,,,,,,,
,hermana-y-hermano,Hermana y hermano,,"Cuenta una leyenda peruana que hermana y hermano tenían mucha hambre, pero el campo estaba seco y no había nada que comer. Cuando un ave de pecho rojo pasó volando con una flor de papa en el pico, decidieron seguirla en busca de alimento. No sabían que la Achiqué también estaba hambrienta y, con las garras afiladas, iba tras ellos.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Hermana-y-hermano_1512x_f01210c7-91a8-4692-aec6-0bd30666cba0.jpg?v=1732980801,300.0,,,,,,,,,,,,,true,,"{""publisher"":""Mis Raíces""}",,Default Title,,9789569002991,false,true,300.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Hermana-y-hermano_1512x_f01210c7-91a8-4692-aec6-0bd30666cba0.jpg?v=1732980801,,,,,,,,,
,una-noche-sin-dormir,Una noche sin dormir,,"Una noche, Elisa se puso a llorar. Primero despacio como un gatito. Luego, tan fuerte que parecía la sirena de un carro de bomberos.  ¿Por qué lloraba? Tras una noche entera sin dormir, al fin lo descubrimos.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/libro-41-una-noche-sin-dormir-imagen-325-800x800-1651581513-90.jpg?v=1732975945,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9789878455167,false,true,0.0,,,,,,,,18.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/libro-41-una-noche-sin-dormir-imagen-325-800x800-1651581513-90.jpg?v=1732975945,,,,,,,,,
,cristina-juega,Cristina juega,,"El espacio del juego secreto es el centro de este libro, escrito en clave de poesía e ilustrado cuidando con atención cada uno de los detalles de una casa de muñecas -uno de los escenarios donde se desarrolla la acción- y atendiendo a una paleta de colores vibrantes que buscan llevarnos a otro tiempo y a otro espacio. Así es como desde la palabra y la imagen este libro se constituye en una propuesta que sorprenderá, literalmente, al lector.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LIBRO-FINAL_P_C3_A1gina_01.jpg?v=1732975846,257.0,,,,,,,,,,,,,true,,"{""publisher"":""Cataplum Libros""}",,Default Title,,9789585300576,false,true,257.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LIBRO-FINAL_P_C3_A1gina_01.jpg?v=1732975846,,,,,,,,,
,desayuno,Desayuno,,"Una abuela prepara el desayuno y nos sumerge en su mundo cotidiano. Escoger la fruta del día o arreglar la mesa se convierten en labores gratificantes cuando se realizan con cariño o cuando irrumpen en la cocina delirantes seres marinos. Un pulpo gigante probando el jugo de naranja, una sirena que sale por el lavaplatos o misteriosos piratas nos insinúan que nunca estamos solos. Los seres que habitan en las profundidades del mar o de nuestra imaginación siempre están acompañándonos.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Portada-Desayuno-baja.png?v=1732975800,343.0,,,,,,,,,,,,,true,,"{""publisher"":""Editorial Limonero""}",,Default Title,,9789878283845,false,true,343.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Portada-Desayuno-baja.png?v=1732975800,,,,,,,,,
,mas-te-vale-mastodonte,"¡Más te vale, mastodonte!",,"♦ Ganador del XVII Concurso A la orilla del viento

El protagonista de esta historia tiene una mascota nada común: un mastodonte. Como todos los mastodontes, el suyo es enorme y feroz, y además muy rebelde. Cada vez que le pide algo, Mastodonte le responde «¡No!». Pero cuando su amo grita a todo pulmón: «¡Más te vale, Mastodonte!», las cosas cambian y se complican… Y es que no hay nada más difícil en el mundo que domesticar a un mastodonte, aunque también tiene su recompensa.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/caratula-mastodonte.jpg?v=1732975758,659.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9786071624420,false,true,659.0,,,,,,,,22.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/caratula-mastodonte.jpg?v=1732975758,,,,,,,,,
,sabor,Sabor,,"Todas las cosas tiene sabor. El sabor puede ser ácido, salado, dulce, amargo o umami y nos permite distinguir lo que nos gusta de lo que no nos gusta y también lo que se come de lo que no se come porque no es lo mismo un zapato que un huevo frito.

Comentarios

La sandía cortada en mitad que adorna la portada nos da un anticipo de lo que viene: este libro habla de los sentidos. Los lectores no solo aprenden acerca de lo increíble y variado que es el sentido del gusto en los humanos (y los animales). También es posible que, mientras lees, un delicioso sabor se cuele en tu cabeza o notes que tu boca está salivando. ¿Qué hace la lengua? ¿Por qué nos gustan los sabores dulces? ¿Cómo es que una cebolla pungente se convierte en dulce y luego en amarga? ¿Es el picante un sabor o una sensación dolorosa? ¿Dónde está el límite entre el gusto y el olfato? Este libro aborda de manera convincente estas preguntas desde el interior del mundo de experiencias de un niño. En los textos, que emplean un lenguaje unas veces informativo, otras narrativo y, en ocasiones, incluso lírico, Micaela Chirif e Ignacio Medina plantean preguntas cotidianas y brindan respuestas lúcidas y concretas. Las originales y coloridas ilustraciones de Andrea Antinori embellecen el libro con ingenio, energía y ligereza.
Catálogo White Ravens 2023",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/cover-sabor-4.jpg?v=1732975621,318.0,,,,,,,,,,,,,true,,"{""publisher"":""Oceano travesía""}",,Default Title,,97860755766261,false,true,318.0,,,,,,,,19.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/cover-sabor-4.jpg?v=1732975621,,,,,,,,,
,el-mar,El mar,,"Un poemario que nos lleva a un recorrido marino, a través de él, el lector descubrirá diversos seres que habitan las aguas del mar: los peces, la ballena, los pulpos y hasta una sirena. A la par se desarrollará la historia de dos personajes, el pescador y Raquel, quienes de principio a fin explorarán los misterios y secretos que se esconden en las aguas, al mismo tiempo que observarán las estrellas y las nubes hasta encontrarse con un tigre que no conoce el mar. Este poemario fue ganador del Premio Hispanoamericano de Poesía para Niños 2019.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/FM11211.jpg?v=1732975544,305.0,,,,,,,,,,,,,true,,"{""publisher"":""Fondo de cultura económica""}",,Default Title,,9786071669483,false,true,305.0,,,,,,,,22.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/FM11211.jpg?v=1732975544,,,,,,,,,
,donde-esta-tomas,¿Dónde está Tomás?,,"A Tomás le gusta esconderse. Su madre lo busca por toda la casa, pero Tomás viaja lejos con sus juguetes: a una isla tropical, a la selva y también al espacio. ¿Dónde está Tomás? Un libro para los más pequeños con un breve texto poético y vibrantes ilustraciones.

· Premio Fundación Cuatrogatos 2017",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ekare-micaela-chirif-donde-esta-tomas-leire-salaberria-220x300.jpg?v=1732975453,279.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494429118,false,true,279.0,,,,,,,,19.50,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ekare-micaela-chirif-donde-esta-tomas-leire-salaberria-220x300.jpg?v=1732975453,,,,,,,,,
,una-cancion-que-no-conozco,Una canción que no conozco,,"«Micaela es fiel a su premisa (que te llame un amigo muerto), la desarrolla sin titubeos, la confirma en cada verso, no renuncia ni después de colgar, por eso su poema es tan contundente y bello de leer: porque nos regala a todos esa llamada verdadera e imposible.», Adolfo Córdova

A veces me llama por teléfono un amigo muerto desde hace años. Con ese verso arranca este poema convertido en libro álbum. Siempre en primera persona, la narración da cuenta de un momento de encuentro entre dos personas que se aman, pero han sido separadas por la muerte. La reunión es posible, sorprendentemente, gracias a una imposible llamada telefónica que se prolonga a lo largo de toda una tarde y durante la cual, los protagonistas —ella desde el lado de la vida y él desde el no lugar de la muerte— comparten, una vez más, la cálida intimidad de la domesticidad cotidiana.

Una canción que no conozco es un libro que explora delicadamente la pérdida y los afectos vitales que la sobreviven tenazmente.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/9786071659071.jpg?v=1732975384,324.0,,,,,,,,,,,,,true,,"{""publisher"":""Fondo de cultura económica""}",,Default Title,,9786071659071,false,true,324.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/9786071659071.jpg?v=1732975384,,,,,,,,,
,un-nuevo-barrio,Un nuevo barrio,,"Este no es un manual para aprender a reciclar, compostar ni tampoco para elegir las mejores plantas de estación. Esta es la historia, inspirada en hechos reales, de una persona que se dio cuenta de que podía renovar su barrio, que soñó con construir “el lugar más bonito del mundo”; y lo hizo. Es también un recordatorio de que si actuamos en comunidad, colaborando, podemos transformar nuestro entorno y a nosotros mismos.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Portada_NuevoBarrio.png?v=1732974840,322.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829239,false,true,322.0,,,,,,,,24.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Portada_NuevoBarrio.png?v=1732974840,,,,,,,,,
,sueno-animal,Sueño animal,,"¿Cómo duermen los animales? La respuesta a esta pregunta está en constante evolución y, aunque no existen certezas absolutas, en este libro encontrarás treinta y un animales durmiendo de maneras insospechadas. Un pájaro que apaga la mitad del cerebro mientras vuela, una mosca adormilada sobre su flor favorita y un pez recostado en su cama de burbuja son solo algunos ejemplos de ellos. Mientras unos duermen por pocos minutos, otros lo hacen por largas temporadas. A algunos les gusta permanecer enterrados y a otros apiñados sobre un árbol para que los depredadores no los alcancen. Y es que el sueño es una forma de descanso tan variopinta como la naturaleza misma. Un sueño lleno de suspenso, sorpresas y rarezas. ¡Un sueño animal!",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Sueno_Animal.jpg?v=1732974795,540.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829413,false,true,540.0,,,,,,,,26.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Sueno_Animal.jpg?v=1732974795,,,,,,,,,
,las-letras-equilibristas,Las letras equilibristas,,"Se abre el cuaderno y las letras equilibristas aparecen de la mano del niño. Tiemblan, juguetean y se confunden en su camino junto al lápiz. Porque aprender a escribir es un espectáculo maravilloso, te invitamos a sorprenderte con esta historia llena de ternura y humor donde las letras son las artistas inconfundibles en esta gran aventura.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/PORTADA_Las_letras.jpg?v=1732974438,249.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829574,false,true,249.0,,,,,,,,24.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/PORTADA_Las_letras.jpg?v=1732974438,,,,,,,,,
,un-pinguino-perdido,Un pingüino perdido,,"Clemente está muy preocupado. ¡Ha perdido a Eugenio, su peluche favorito! Eugenio no es solo un juguete, es su amigo más querido y tienen grandes planes juntos. Lo busca por toda su casa e incluso en los lugares más insólitos. 

¿Qué será de Clemente sin su amigo pingüino?",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/PORTADA_UN_PINGUINO_PERDIDO.jpg?v=1732974386,302.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829604,false,true,302.0,,,,,,,,24.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/PORTADA_UN_PINGUINO_PERDIDO.jpg?v=1732974386,,,,,,,,,
,prohibido-decir-caca,Prohibido decir caca,,"“La gallina castellana 

está a punto de estallar, 

pues su hija, en el colegio, 

“caca” dijo al deletrear"". 

 Escrito por Paulina Jara Straussmann, autora de más de una veintena de títulos publicados en diversas editoriales e ilustrado por la reconocida artista catalana Mercè Galí.  “Prohibido decir caca” es un libro que aborda no solo la diferencia, sino también la discriminación al no ajustarse a la norma establecida por los cánones de la sociedad. ¿Podrá la protagonista de esta historia adaptarse y cumplir con lo que se espera de ella?",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Portada_ProhibidoDecirCaca.png?v=1732971841,281.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829376,false,true,281.0,,,,,,,,22.50,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Portada_ProhibidoDecirCaca.png?v=1732971841,,,,,,,,,
,la-conversacion,La conversación,,"«—¡Hola! —digo dentro de mi lata —¿qué me querías decir?

Mi abuela escucha, después pone la boca en su lata y me dice:

—No me acuerdo.

—No importa —le digo—. Dime la palabra que me gusta y listo.

—Ti voglio.
Me gusta cuando mi abuela me dice “tivolio”. A mí me parece que es como un budincito, pero no es un budín. Quiere decir te quiero». 

Las relaciones, al igual que las semillas, necesitan de la dedicación, el alimento y el tiempo necesarios para cultivarse.

En La conversación una abuela y su nieto convierten la cotidianidad en una hermosa cosecha mediante palabras de afecto.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/La_conversacion.jpg?v=1732971750,222.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829475,false,true,222.0,,,,,,,,22.50,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/La_conversacion.jpg?v=1732971750,,,,,,,,,
,serafin,Serafín,,"Esta historia es protagonizada por Serafín, un ratón muy juguetón, osado y glotón que disfruta de hacer sus travesuras con el elefante. Con textos sencillos y rimados, la compositora Mónica Grobert logra construir una narración acogedora y divertida que cautivará a los niños más pequeños. Las cálidas ilustraciones en tonos pastel de Matías Acosta utilizan recursos como la sinécdoque y la variación de tamaños para crear una combinación visualmente atractiva y coherente con el texto.

A través de un código QR ubicado en la última página, se puede escuchar la canción del libro, creada por la destacada artista uruguaya Leticia Ruibal.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Portada_Serafin.jpg?v=1732971495,202.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829659,false,true,202.0,,,,,,,,15.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Portada_Serafin.jpg?v=1732971495,,,,,,,,,
,tan-cerca,Tan cerca,,"""Cuando estás cerca se entibia el día mientras la noche está dormida.

Cuando estás cerca me crecen alas y todo es juego por las mañanas.
Cuando estás cerca oigo tu risa entre las flores que me acarician.""
Tan cerca es una obra escrita en verso que aborda el apego entre un padre y su hijo(a), al mismo tiempo que muestra cómo la vida se vive mejor cuando tenemos a alguien significativo a nuestro lado.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/TAN_CERCA.jpg?v=1732970683,171.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829468,false,true,171.0,,,,,,,,16.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/TAN_CERCA.jpg?v=1732970683,,,,,,,,,
,duermete-semilla,Duérmete semilla,,"Ambientada en el sur de Chile, esta historia muestra nuestra flora y fauna nativa a la vez que narra un arrurrú perfecto para hacer dormir a niños y niñas prelectores.

Escrito en verso por Paulina Jara Straussmann, escritora chilena con más de veinte títulos publicados en distintas editoriales.

Andrea Mahnke complementa a la perfección este texto mediante ilustraciones hechas a mano con lápices de colores que recrean la naturaleza del sur de nuestro país.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Duermete_semilla.jpg?v=1732970601,200.0,,,,,,,,,,,,,true,,"{""publisher"":""Muñeca de Trapo""}",,Default Title,,9789569829451,false,true,200.0,,,,,,,,16.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Duermete_semilla.jpg?v=1732970601,,,,,,,,,
,en-el-bano,En el baño,,"¿Qué sucedería si los animales utilizaran el baño como lo hacen los niños? El texto y las ilustraciones muestran sólo algunos de los desastres que harían los animales en el baño. En este entretenido libro que la autora-ilustradora canadiense Andrea Wayne von Königslöw creó para sus hijos, el asunto de aprender a usar el excusado se enfoca con humor.
Un clásico de Ekaré, ahora en nuevo formato de cartón, con cantos redondeados y menores dimensiones, ideal para el manejo de los más pequeños.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/EnElBano-Carton-P150.jpg?v=1732968868,218.5,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494885952,false,true,218.5,,,,,,,,15.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/EnElBano-Carton-P150.jpg?v=1732968868,,,,,,,,,
,el-ogro-de-zeralda,El ogro de Zeralda,,"Un ogro aterroriza una villa todas las mañanas para devorar niños. Para evitarlo, todos los padres esconden a sus hijos. Sin embargo, lejos de la villa, la pequeña Zeralda nunca ha escuchado hablar del terrible ogro, hasta que un día sus caminos se cruzan de una forma inesperada y apetitosa.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ElOgrodeZeralda-PG3001.jpg?v=1732968828,423.5,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494124709,false,true,423.5,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ElOgrodeZeralda-PG3001.jpg?v=1732968828,,,,,,,,,
,el-berrinche-de-moctezuma,El berrinche de Moctezuma,,"«El monarca Moctezuma hoy está de mal humor.
Se han cansado de pedirle que sonría, por favor…
—¡No sonrío! ¡Hoy no quiero! ¡Por favor, déjenme en paz!
¡Que se quede mi ayudante! ¡Que no entre nadie más!»

Este poema humorístico narra una pataleta del más grande emperador y cómo una humeante taza de delicioso chocolate logra alegrar, finalmente, a todos.

· Premio Fundación Cuatrogatos – Ganador, 2023
· Premio Los Mejores del Banco del Libro, 2023",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ElBerrincheDeMoctezuma-P150.jpg?v=1732968783,148.3,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788412416688,false,true,148.3,,,,,,,,16.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ElBerrincheDeMoctezuma-P150.jpg?v=1732968783,,,,,,,,,
,el-bosco-la-extrana-historia-de-hieronymus-el-gorro-la-mochila-y-la-pelota,El Bosco. La extraña historia de Hieronymus,,"Como todos los días, Hieronymus sale a jugar, pero esta vez sucede algo inesperado. Al caer por un acantilado, aterriza en un mundo de extrañas criaturas que roban su gorro, su mochila y su pelota. Para recuperarlos, Hieronymus debe emprender una travesía llena de apariciones extraordinarias y armarse de valor y astucia, porque nada es lo que parece…
Un libro sin palabras que, a través de las imágenes, nos sumerge en el fascinante universo de El Bosco. Para niños y adultos de todas las edades.

· Los Mejores del Banco del Libro – Mención Especial, 2017",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ekare-the-tjong-khing-el-bosco--220x300.jpg?v=1732968744,640.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494498800,false,true,640.0,,,,,,,,22.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ekare-the-tjong-khing-el-bosco--220x300.jpg?v=1732968744,,,,,,,,,
,el-arbol-de-la-vida-charles-darwin,El árbol de la vida: Charles Darwin,,"Charles Darwin fue, sobre todas las cosas, un pensador independiente. Sus ideas sobre los orígenes de la vida, la selección natural y la evolución desafiaron creencias muy arraigadas para su época y revolucionaron la ciencia y la historia.

Dibujando sobre la enorme cantidad de textos, anotaciones, diarios, mapas y bitácoras de investigación que Darwin dejó, Peter Sís crea este fascinante libro ilustrado, rico en detalles, sobre la vida de uno de los personajes más extraordinarios de todos los tiempos.

· Premio al Mejor libro ilustrado del año, New York Times.
· Mejor libro del año, School Library Journal.
· Mejor Libro Infantil del Año, Publishers Weekly.
· Mejores Libros Para Jóvenes, American Library Association.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ElArbolDeLaVida-Pwebcom-220x293.jpg?v=1732968704,429.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788412372878,false,true,429.0,,,,,,,,22.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ElArbolDeLaVida-Pwebcom-220x293.jpg?v=1732968704,,,,,,,,,
,el-armario-chino,El armario chino,,Un enigmático armario que conecta dos mundos. Dos historias que transcurren en paralelo. Un libro que se lee en dos direcciones. En esta inquietante narración gráfica la magia de Sáez Castán introduce al lector en una atmósfera extraña y nos pone delante de un inteligente palíndromo visual que pone los pelos de punta.,published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ekare-javier-saez-castan-el-armario-chino-135x300.jpg?v=1732968649,202.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494429156,false,true,202.0,,,,,,,,22.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ekare-javier-saez-castan-el-armario-chino-135x300.jpg?v=1732968649,,,,,,,,,
,de-noche-en-la-calle,De noche en la calle,,"Este emblemático álbum sin palabras está protagonizado por un niño que vive en la calle, entre semáforos, vehículos y transeuntes, y que es rechazado por aquellos con quienes intenta interactuar. Una obra cautivadora de Ángela Lago que puede ser leída a todas las edades, que interpela al lector y no lo deja indiferente. Un excelente libro que estimula la discusión sobre la sociedad actual.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/De-noche-en-la-calle-P-220x192.jpg?v=1732968605,261.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494208133,false,true,261.0,,,,,,,,16.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/De-noche-en-la-calle-P-220x192.jpg?v=1732968605,,,,,,,,,
,cual-es-tu-historia,¿Cuál es tu historia?,,"Con el primer asentamiento de Australia como telón de fondo, esta historia describe la amistad entre un niño huérfano de Inglaterra, Leonard, y una niña aborigen llamada Milba. Leonard y Milba están fascinados por la peculiaridad de los mundos de cada uno, y sin necesidad de palabras pueden contarse montones de historias. Un libro que mezcla ficción e información con imágenes llenas de detalles, pintadas sobre cerámica por la artista australiana Bern Emmerichs.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/CualEsTuHistoria-P150-220x174.jpg?v=1732968563,365.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494885990,false,true,365.0,,,,,,,,21.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/CualEsTuHistoria-P150-220x174.jpg?v=1732968563,,,,,,,,,
,cuanta-tierra-necesita-un-hombre,¿Cuánta tierra necesita un hombre?,,"Pahom vive con su esposa y sus tres hijos en un pequeña parcela de la Siberia Occidental. No es rico, pero a su familia no le falta nada. Sin embargo, en ese trozo de campo azotado por el viento, Pahom se siente desgraciado. “Ay, si tuviera un poco más de tierra”, suspira, “sería un hombre feliz”. Adaptación de un emocionante cuento de Tolstoi sobre la ambición y la codicia, hermosamente ilustrado por R. Urwiller, miembro del dúo Icinori.

· Los Mejores del Banco del Libro, 2017",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/CuantaTierra-P72-220x1272-220x128.jpg?v=1732968514,359.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494429170,false,true,359.0,,,,,,,,22.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/CuantaTierra-P72-220x1272-220x128.jpg?v=1732968514,,,,,,,,,
,concierto-para-escalera-y-orquesta,Concierto para escalera y orquesta,,"Una pareja intenta asistir al concierto de la Orquesta Sinfónica, pero hay un solo problema: las escaleras del edificio han desaparecido. Mientras buscan una solución, el concierto avanza cada vez más. Antonio Orlando Rodríguez nos envuelve en esta historia llena de humor y absurdo. Las ilustraciones de Carol Hénaff complementan el inusual formato del libro: muy largo y estrecho, justo como una escalera.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ConciertoParaEscalera_PG300.jpg?v=1732968462,204.0,,,,,,,,,,,,,true,,"{""publisher"":""Ediciones Ekaré""}",,Default Title,,9788494124730,false,true,204.0,,,,,,,,21.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ConciertoParaEscalera_PG300.jpg?v=1732968462,,,,,,,,,
