Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Categoría (product.metafields.custom.categor_a),Description (product.metafields.custom.description),Edades (product.metafields.custom.edades),Ilustrator (product.metafields.custom.ilustrator),Paginas (product.metafields.custom.paginas),Tamaño (product.metafields.custom.size),Tema (product.metafields.custom.tema),Tipo (product.metafields.custom.tipo),ISBN (product.metafields.facts.isbn),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Book cover type (product.metafields.shopify.book-cover-type),Genre (product.metafields.shopify.genre),Language (product.metafields.shopify.language),Language version (product.metafields.shopify.language-version),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Schweiz,Price / Schweiz,Compare At Price / Schweiz,Included / Europa,Price / Europa,Compare At Price / Europa,Status
la-navidad-de-los-crayones,La navidad de los crayones,"<p>La Navidad se acerca, y las cartas y los obsequios no pueden faltar. Duncan está feliz por todos los regalos que han llegado para sus amigos crayones, pero también triste, porque algunos de sus crayones no estarán con él y porque no ha recibido ningún regalo y, al parecer, a nadie le importa; sin embargo, no cuenta con que sus crayones le tienen preparada una sorpresa. Con este nuevo libro interactivo, que da continuidad a la exitosa serie de El día que los crayones renunciaron de Drew Daywalt y Oliver Jeffers, los pequeños podrán pasar horas entretenidos con sobres, juegos, un mapa, e incluso ¡con un árbol de Navidad!</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Drew Daywalt</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Oliver Jeffers</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-607-16-7100-4</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>52 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>20 x 23 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Fondo de cultura económica,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,452.0,shopify,0,deny,manual,22.00,,true,true,,,,,'9786071671004,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/IMG_7359.heic?v=1706436821,1,,false,,,,,,,,,,,,,,Drew Daywalt,,"La Navidad se acerca, y las cartas y los obsequios no pueden faltar. Duncan está feliz por todos los regalos que han llegado para sus amigos crayones, pero también triste, porque algunos de sus crayones no estarán con él y porque no ha recibido ningún regalo y, al parecer, a nadie le importa; sin embargo, no cuenta con que sus crayones le tienen preparada una sorpresa. Con este nuevo libro interactivo, que da continuidad a la exitosa serie de El día que los crayones renunciaron de Drew Daywalt y Oliver Jeffers, los pequeños podrán pasar horas entretenidos con sobres, juegos, un mapa, e incluso ¡con un árbol de Navidad!",,Oliver Jeffers,52 páginas,20 x 23 cm,,cartoné,9786071671004,,,,,,,,,,,,g,,11.00,true,,,true,,,active
buscando-colores,Buscando colores,"<p>Àlbum ilustrado bilingüe sobre la amistad, la creatividad y la importancia de encontrar el propio camino. A partir de 5 años.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Claudia A. Demkura</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Malén Zapata</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-3-9524981-2-5</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>28 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>21 x 21 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Claudia Demkura,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,400.0,shopify,0,deny,manual,20.00,,true,true,,,,,'9783952498125,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/IMG_7409.heic?v=1706436403,1,,false,,,,,,,,,,,,,,Claudia A. Demkura,,"Àlbum ilustrado bilingüe sobre la amistad, la creatividad y la importancia de encontrar el propio camino. A partir de 5 años.",,Malén Zapata,28 páginas,21 x 21 cm,,cartoné,9783952498125,,,,,,,,,,,,g,,10.00,true,,,true,,,active
el-pajacuato,El pajacuato,"<p>Un maravilloso álbum ilustrado bilingüe español/alemán</p>
<p>A Gabriel y a Federico no les gusta dibujar, es algo que les cuesta y sus compañeros siempre se burlan por ello. Un día sin embargo un evento inesperado logra cambiar la historia.</p>
<p>En este cuento la magia y la fantasía nos muestran que hay muchas formas de ser creativo, lo importante, es encontrar la propia. Al final del libro se invita a los niños a continuar la historia, escribiendo, dibujando o de la forma en la que más te guste.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Claudia A. Demkura</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Sissi Gutiez</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-3-9524981-0-1</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>26 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>30 x 21 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Claudia Demkura,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,413.5,shopify,1,deny,manual,20.00,,true,true,,,,,'9783952498101,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/IMG_7407.heic?v=1706436317,1,,false,,,,,,,,,,,,,,Claudia A. Demkura,,"Un maravilloso álbum ilustrado bilingüe español/alemán

A Gabriel y a Federico no les gusta dibujar, es algo que les cuesta y sus compañeros siempre se burlan por ello. Un día sin embargo un evento inesperado logra cambiar la historia.

En este cuento la magia y la fantasía nos muestran que hay muchas formas de ser creativo, lo importante, es encontrar la propia. Al final del libro se invita a los niños a continuar la historia, escribiendo, dibujando o de la forma en la que más te guste.",,Sissi Gutiez,26 páginas,30 x 21 cm,,cartoné,9783952498101,,,,,,,,,,,,g,,9.00,true,,,true,,,active
ya-vienen,¡Ya vienen!,"""Ya está. Los escucho. Son ellos. Estoy segura de que son ellos. No los veo, pero los escucho. ¿Dónde están? ¿Cuántos son? ¿Cien? ¿Mil?""

¿De quién está hablando? ¿Animales fantásticos y terroríficos? ¿Monstruos sanguinarios? Ayuda ... ¡es hora de volver a la escuela!

Ya vienen es un libro álbum sobre el regreso a la escuela desde el punto de vista del maestro. Después de todo, el primer día de clases puede ser un momento aterrador para los estudiantes, pero también para sus maestros. El hecho de que seas adulto no significa que la vida sea fácil...

<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Sylvie Neeman</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Albertine</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-47079-6-3</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>25 x 20 cm</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,315.0,shopify,0,deny,manual,22.00,,true,true,,,,,'9789874707963,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Ya-vienen_Tapa-scaled.jpg?v=1703018702,1,,false,,,,,,,,,,,,,,Sylvie Neeman,,,,Albertine,,25 x 20 cm,,,9789874707963,,,,,,,,,,,,g,,7.50,true,,,true,,,active
vida-de-un-lapiz,Vida de un lápiz,"En un bosque crece un cedro. Lo talan y, con la madera, se fabrica el lápiz de esta historia, que irá de mano en mano desde una tienda en Canadá hasta la mesa de un bar en Buenos Aires. En cada sitio encontrará su dueño circunstancial: un prisionero que planea una fuga, un estudiante enamorado, una arquitecta en tránsito, una retratista que trabaja en un hotel. Al fin, empujado por la fuerza de la casualidad o del destino, llegará a las manos de un escritor que nos cuenta este misterioso y en apariencia fortuito recorrido: nada más –y nada menos– que la vida de un lápiz.
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Nicolás Schuff</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Martina Trach</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-47940-6-2</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>30 x 18 cm</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,381.5,shopify,1,deny,manual,23.00,,true,true,,,,,'9789874794062,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Vida-de-un-lapiz-00_Tapa.jpg?v=1703018474,1,,false,,,,,,,,,,,,,,Nicolás Schuff,,,,Martina Trach,,30 x 18 cm,,,9789874794062,,,,,,,,,,,,g,,7.50,true,,,true,,,active
una-rosa-en-la-trompa-de-un-elefante,Una rosa en la trompa de un elefante,"Al genio poético del escritor surrealista portugués António José Forte se suman las humorísticas y coloridas ilustraciones de Mariana Malhão para dar forma a un diálogo vivo e inspirado entre texto e imagen. Publicados originalmente en 1971, estos poemas hicieron en su momento las delicias de muchos niños y hoy se presentan recuperados, con el vigor de una nueva interpretación gráfica, a los lectores de nuestro tiempo.
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>António José Forte</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Mariana Malhão</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,422.0,shopify,1,deny,manual,21.00,,true,true,,,,,'9789874598851,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/una_rosa_en_la_trompa_de_un_elefante.jpg?v=1703018343,1,,false,,,,,,,,,,,,,,António José Forte,,,,Mariana Malhão,,,,,,,,,,,,,,,,,g,,7.50,true,,,true,,,active
una-nina-con-un-lapiz,Una niña con un lápiz,"Una niña no tiene casi nada: solo un lápiz. Tiene, entonces, casi todo. Casi todo lo que se pueda imaginar.

<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Federico Levín</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Nico Lassalle</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-47940-0-0</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,380.0,shopify,2,deny,manual,21.00,,true,true,,,,,'9789874794000,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Una-nina-con-un-lapiz_Tapa.jpg?v=1703018248,1,,false,,,,,,,,,,,,,,Federico Levín,,,,Nico Lassalle,,,,cartoné,9789874794000,,,,,,,,,,,,g,,7.00,true,,,true,,,active
un-dia,Un día,"No me va a importar que me pongan en penitencia.
Un día, mi papá no va a poder dejarme sin postre, ni siquiera cuando me haya portado mal. Porque cocinaré los postres yo mismo: voy a ser un pastelero famoso.
Y no me va a importar que mi mamá no me cuente un cuento antes de dormir. Porque un día aprenderé a leer. Voy a entender todas las palabras, hasta las más complicadas como “metamorfosis” y “fantasmagoría”. Ah, y por si queda alguna duda, voy a ser yo el que escriba los libros.

<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Guillaume Guéraud</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Sébastien Mourrain</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-47079-4-9</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>32 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>31 x 23 cm</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,400.0,shopify,1,deny,manual,22.00,,true,true,,,,,'9789874707949,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Un-dia_Tapa_Alta-scaled_1.jpg?v=1703018143,1,,false,,,,,,,,,,,,,,Guillaume Guéraud,,,,Sébastien Mourrain,32 páginas,31 x 23 cm,,,9789874707949,,,,,,,,,,,,g,,7.00,true,,,true,,,active
todo-lo-que-paso-antes-de-que-llegaras,Todo lo que pasó antes de que llegaras,"Un niño le cuenta a su hermano por venir todo lo que le espera cuando llegue y todo lo transcurrido antes de su nacimiento. Un libro que, desde la mirada graciosa, ingenua y franca de ese pequeño narrador impaciente, habla con hondura de cuestiones como el tiempo, los cambios y las relaciones familiares.
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Yael Frankel</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-48193-2-1</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>28 x 20 cm</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,375.0,shopify,2,deny,manual,22.00,,true,true,,,,,'9789874819321,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/02TodoLoQuePasoBAJA.png?v=1703018006,1,,false,,,,,,,,,,,,,,Yael Frankel,,,,,,28 x 20 cm,,,9789874819321,,,,,,,,,,,,g,,7.00,true,,,true,,,active
roberto-gelatina,Roberto & Gelatina,"Gelatina, una niña un poco traviesa, quiere que Roberto, su hermano mayor, pase tiempo con ella. Pero Roberto está muy ocupado escribiendo una novela en su computadora: será una historia para grandes escrita por alguien grande. Porque Roberto ya no es un niño y, por cierto, no tiene tiempo para cuidar a su entrometida hermanita. Sin embargo, la niña es tenaz e insiste. Roberto finalmente accede a leerle una historia. ¡Pero solo una, Gelatina!

Roberto &amp; Gelatina retrata, de un modo ligero y festivo, la relación –a la vez cotidiana y profunda– entre dos hermanos. Con un dejo autobiográfico, el nuevo prodigio de Albertine y Germano Zullo confirma que la alquimia de la pareja creativa suiza todavía funciona a la perfección.

<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Germano Zullo</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Albertine</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-47940-2-4</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>21 x 15 cm</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,288.0,shopify,1,deny,manual,21.00,,true,true,,,,,'9789874794024,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Roberto-y-Gelatina_Tapa-Web.jpg?v=1703017784,1,,false,,,,,,,,,,,,,,Germano Zullo,,,,Albertine,,21 x 15 cm,,,9789874794024,,,,,,,,,,,,g,,9.50,true,,,true,,,active
quince-ocasiones-para-pedir-deseos-en-la-calle,Quince ocasiones para pedir deseos en la calle,"Los deseos pueden ser grandes o pequeños, fugaces o duraderos. Caprichosos, secretos, incomprensibles, contagiosos. Pero lo mejor de los deseos es que a veces se cumplen. Y que, a cada paso, hay una ocasión para pedirlos. Basta con abrir la puerta (o este libro) y sacar a pasear la imaginación.
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Nicolás Schuff</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Maguma</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-45988-6-8</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>40 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>33 x 23 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,408.0,shopify,0,deny,manual,21.00,,true,true,,,,,'9789874598868,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Quince-ocasiones-para-pedir-deseos-en-la-calle_Tapa_Baja.jpg?v=1703016798,1,,false,,,,,,,,,,,,,,Nicolás Schuff,,,,Maguma,40 páginas,33 x 23 cm,,cartoné,9789874598868,,,,,,,,,,,,g,,8.50,true,,,true,,,active
mi-abuelo,Mi abuelo,"<p>La talentosa autora e ilustradora portuguesa nos deja espiar la relación entre un niño y su abuelo, un hombre mayor con una particular y distendida relación con la vida diaria y con el tiempo.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Catarina Sobral</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-98745736-7-4</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>40 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>20 x 20 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,246.0,shopify,2,deny,manual,20.00,,true,true,,,,,'9789874573674,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/mi_abuelo.jpg?v=1703016660,1,,false,,,,,,,,,,,,,,Catarina Sobral,,"La talentosa autora e ilustradora portuguesa nos deja espiar la relación entre un niño y su abuelo, un hombre mayor con una particular y distendida relación con la vida diaria y con el tiempo.",,,40 páginas,20 x 20 cm,,cartoné,9789874573674,,,,,,,,,,,,g,,6.50,true,,,true,,,active
luisa-la-infancia-de-bigudi,"Luisa, la infancia de Bigudí","Muchos años antes de ser Bigudí, la simpática señora de rizos blancos, Luisa tenía el pelo lacio como los tallarines y vivía en el campo. Pasaba sus tardes corriendo al aire libre, feliz. Pero un día su familia se mudó a una gran ciudad. Y a Luisa no le gustó nada: ni el ruido ni el color de los edificios ni cómo se veía el cielo.
El encuentro con una compañera de clase, sin embargo, lo cambiaría todo: sus días, su gusto por la ciudad, su peinado… ¡y hasta su nombre!
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Delphine Perret</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Sébastien Mourrain</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-47940-9-3</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>24 x 18 cm</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,18.00,,true,true,,,,,'9789874794093,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Luisa.jpg?v=1703016461,1,,false,,,,,,,,,,,,,,Delphine Perret,,,,Sébastien Mourrain,,24 x 18 cm,,,9789874794093,,,,,,,,,,,,g,,7.00,true,,,true,,,active
las-ovejas,Las ovejas,"<p>¿Sabes qué cuentan las ovejas para dormir? Flores. Un girasol, dos rosas, tres geranios, cuatro jazmines y así. También cuentan cuentos sobre rinocerontes, aviones, arcoíris y otras ovejas que viven muy lejos. Más tarde, cuando ya están dormidas, a veces tienen pesadillas y a veces vuelan libres entre sueños azules, morados, verdes y blancos.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Micaela Chirif</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Amanda Mijangos</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-47079-3-2</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>21 x 28 cm</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,401.0,shopify,2,deny,manual,24.00,,true,true,,,,,'9789874707932,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Las-ovejas_Tapa-ALTA-scaled.jpg?v=1703016280,1,,false,,,,,,,,,,,,,,Micaela Chirif,,"¿Sabes qué cuentan las ovejas para dormir? Flores. Un girasol, dos rosas, tres geranios, cuatro jazmines y así. También cuentan cuentos sobre rinocerontes, aviones, arcoíris y otras ovejas que viven muy lejos. Más tarde, cuando ya están dormidas, a veces tienen pesadillas y a veces vuelan libres entre sueños azules, morados, verdes y blancos.",,Amanda Mijangos,,21 x 28 cm,,,9789874707932,,,,,,,,,,,,g,,7.50,true,,,true,,,active
imposible,Imposible,"<p>Todo lo que existe se originó en un espacio muy pequeño: más pequeño que un grano de arena o que la punta del lápiz más afilado del mundo. Parece imposible, pero es verdad. A través de una fascinante travesía entre partículas, estrellas y dinosaurios, Imposible cuenta la historia del universo visto de cerca –y a varios años luz–, desde el Big Bang hasta la aparición del ser humano.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Catarina Sobral</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-47079-8-7</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>40 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>28 x 22 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,304.0,shopify,2,deny,manual,17.00,,true,true,,,,,'9789874707987,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Imposible_Tapa-Alta.jpg?v=1703016167,1,,false,,,,,,,,,,,,,,Catarina Sobral,,"Todo lo que existe se originó en un espacio muy pequeño: más pequeño que un grano de arena o que la punta del lápiz más afilado del mundo. Parece imposible, pero es verdad. A través de una fascinante travesía entre partículas, estrellas y dinosaurios, Imposible cuenta la historia del universo visto de cerca –y a varios años luz–, desde el Big Bang hasta la aparición del ser humano.",,,40 páginas,28 x 22 cm,,cartoné,9789874707987,,,,,,,,,,,,g,,7.50,true,,,true,,,active
esperanza,Esperanza,"<p>¿Qué puede hacer un poeta con una tienda minúscula? Si ese poeta es Gianni Rodari, muchísimo. Gracias a su extraordinaria imaginación y su aguda humanidad, Rodari nos ofrece, desde su “tiendita”, algo muy barato pero de un valor infinito: la esperanza. Un poema espléndido que es también un canto a la solidaridad y una voz de aliento para momentos difíciles</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Gianni Rodari</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Francesca Ballarini</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-48193-1-4</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,450.0,shopify,2,deny,manual,22.00,,true,true,,,,,'9789874819314,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Esperanza-Tapa-Alta_1.jpg?v=1703015814,1,,false,,,,,,,,,,,,,,Gianni Rodari,,"¿Qué puede hacer un poeta con una tienda minúscula? Si ese poeta es Gianni Rodari, muchísimo. Gracias a su extraordinaria imaginación y su aguda humanidad, Rodari nos ofrece, desde su “tiendita”, algo muy barato pero de un valor infinito: la esperanza. Un poema espléndido que es también un canto a la solidaridad y una voz de aliento para momentos difíciles",,Francesca Ballarini,,,,,9789874819314,,,,,,,,,,,,g,,7.50,true,,,true,,,active
eso-no-se-hace,Eso no se hace,"<p>¿Qué hace un escritor cuando escribe? ¿Qué hace un lector cuando lee? ¿La imaginación tiene todo permitido? Minutos que salpican, tigres que titilan, teclados que miran de reojo, trenes que se cambian las medias… Entonces, ¿eso se hace o no se hace? Un poema ilustrado acerca de los caminos de la imaginación y la potencia creadora de las palabras.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Laura Wittner</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Carlos Junowicz</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-45736-0-5</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>21 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>23 x 21 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Editorial Limonero,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,285.0,shopify,1,deny,manual,19.00,,true,true,,,,,'9789874573605,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Eso-no-se-hace_tapa_alta.jpg?v=1703015596,1,,false,,,,,,,,,,,,,,Laura Wittner,,"¿Qué hace un escritor cuando escribe? ¿Qué hace un lector cuando lee? ¿La imaginación tiene todo permitido? Minutos que salpican, tigres que titilan, teclados que miran de reojo, trenes que se cambian las medias… Entonces, ¿eso se hace o no se hace? Un poema ilustrado acerca de los caminos de la imaginación y la potencia creadora de las palabras.",,Carlos Junowicz,21 páginas,23 x 21 cm,,cartoné,9789874573605,,,,,,,,,,,,g,,6.50,true,,,true,,,active
yo-vivo-en-una-casita,Yo vivo en una casita,"<p>La colección letras cantadas está compuesta por cuatro títulos increíbles en cartoné que incluyen código QR para disfrutar de las canciones y las pistas musicales en karaoke. Como parte de esta colección presentamos ""Yo vivo en una casita"", un libro para los lectores más pequeños.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Verónica Álvarez</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Faby Pavela</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-3821-24-0</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>18 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>15 x 15 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
</tbody>
</table>",Ediciones Ludico,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,130.0,shopify,-1,deny,manual,16.00,,true,true,,,,,'9789873821240,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/veronica-alvarez-yo-vivo-011-164cfd5dbdc52824a716551442653463-640-0.jpg?v=1685897968,1,,false,,,,,,,,,,,,,,Verónica Álvarez,,"La colección letras cantadas está compuesta por cuatro títulos increíbles en cartoné que incluyen código QR para disfrutar de las canciones y las pistas musicales en karaoke. ​Como parte de esta colección presentamos ""Yo vivo en una casita"", un libro para los lectores más pequeños.",,Faby Pavela,18 páginas,15 x 15 cm,,cartoné,9789873821240,,,,,,,,,,,,g,,7.50,true,,,true,,,active
